name,bus0,bus1,type,x,r,g,b,s_nom,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_nom_set,s_max_pu,capital_cost,active,build_year,lifetime,length,carrier,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,v_nom,i_nom,dc,overnight_cost
53,DE0 12,DE0 8,Al/St 240/40 4-bundle 380.0,3.8733299474121976,0.4723573106600242,0.0,0.006826189582379236,16981.026117405276,0.0,True,16981.02611740528,36981.02611740527,,0.7,6630.738762791383,True,0,inf,157.45243688667475,AC,1.0,10.000000000000002,-inf,inf,0,2.6823614594267298e-05,3.2711725114960124e-06,0.0,0.0,2.6823614594267298e-05,3.2711725114960124e-06,16981.037716562307,380.0,2.58,0.0,69616.24087848602
54,DE0 12,PL0 1,Al/St 240/40 4-bundle 380.0,27.66660830415355,3.37397662245775,0.0,0.0019503374713714437,3396.205223481055,0.0,True,3396.2052234810553,23396.205223481054,,0.7,9472.292934958794,True,0,inf,224.93177483051673,AC,1.0,2.0000000000000004,-inf,inf,0,0.00019159701041657583,2.3365489075192174e-05,0.0,0.0,0.00019159701041657583,2.3365489075192174e-05,3396.2061629274785,380.0,2.58,0.0,99451.64982804943
55,DE0 13,DE0 2,Al/St 240/40 4-bundle 380.0,16.557263273716238,2.0191784480141752,0.0,0.0028055772652310863,5265.43,0.0,True,5265.43,25265.43,,0.7,8786.183537452318,True,2037,inf,208.7004382031978,AC,1.0,3.100772570276552,-inf,inf,0,0.0001146624880451263,1.3983230249405645e-05,0.0,0.0,0.0001146624880451263,1.3983230249405645e-05,5265.437772566033,380.0,2.58,,92275.10392777534
56,DE0 13,DE0 6,Al/St 240/40 4-bundle 380.0,14.626038359130119,1.7836632145280633,0.0,0.0030633453350333395,5853.985319421292,0.0,True,5853.985319421292,25853.985319421292,,0.7,8630.616525456735,True,0,inf,204.96480798524237,AC,1.0,3.447368421052632,-inf,inf,0,0.0001012883542876047,1.235223832775667e-05,0.0,0.0,0.0001012883542876047,1.235223832775667e-05,5853.992162331065,380.0,2.58,0.0,90623.42715332624
57,DE0 13,DE0 6,Al/St 240/40 4-bundle 380.0,16.26089679962328,1.9830361950760094,0.0,0.0027553588790070875,5265.43,0.0,True,5265.43,25265.43,,0.7,8630.787190237874,True,2025,inf,204.96480798524237,AC,1.0,3.100772570276552,-inf,inf,0,0.0001126100886400504,1.3732937639030536e-05,0.0,0.0,0.0001126100886400504,1.3732937639030536e-05,5265.445974083097,380.0,2.58,,90623.42715332624
58,DE0 13,DE0 8,Al/St 240/40 4-bundle 380.0,4.255330114221144,0.5189426968562372,0.0,0.004799622524644544,13584.82089392422,0.0,True,13584.820893924221,33584.82089392422,,0.7,5827.708463149368,True,0,inf,138.38471916166327,AC,1.0,8.000000000000002,-inf,inf,0,2.9469045112334795e-05,3.593785989309122e-06,0.0,0.0,2.9469045112334795e-05,3.593785989309122e-06,13584.852058895904,380.0,2.58,0.0,61185.613468744625
59,DE0 13,DE0 9,Al/St 240/40 4-bundle 380.0,18.428374634454247,2.2473627602992985,0.0,0.00292296351181093,5094.3078352215825,0.0,True,5094.307835221583,25094.30783522158,,0.7,9464.888999804361,True,0,inf,224.7362760299299,AC,1.0,3.000000000000001,-inf,inf,0,0.00012762032295328426,1.5563454018693202e-05,0.0,0.0,0.00012762032295328426,1.5563454018693202e-05,5094.317014570544,380.0,2.58,0.0,99365.21171465964
6,AT0 1,DE0 2,Al/St 240/40 4-bundle 380.0,8.229746483505593,1.0036276199397065,0.0,0.0021704400032161683,6568.975892785724,0.0,True,6568.975892785726,26568.975892785726,,0.7,5449.005653162558,True,0,inf,129.41514046590956,AC,1.0,3.8684210526315796,-inf,inf,0,5.699270417940162e-05,6.950329777975807e-06,0.0,0.0,5.699270417940162e-05,6.950329777975807e-06,6568.985240612559,380.0,2.58,0.0,57219.7913867939
60,DE0 2,DE0 6,Al/St 240/40 4-bundle 380.0,14.35327905613425,1.7503998848944207,0.0,0.0016824026301388829,4379.31726185715,0.0,True,4379.31726185715,24379.317261857148,,0.7,6335.8220464336755,True,0,inf,150.47297256109934,AC,1.0,2.578947368421053,-inf,inf,0,9.939943944691309e-05,1.2121882859379644e-05,0.0,0.0,9.939943944691309e-05,1.2121882859379644e-05,4379.322965876133,380.0,2.58,0.0,66530.33075032604
61,DE0 3,DE0 5,Al/St 240/40 4-bundle 380.0,9.566442864448375,1.1666393737132166,0.0,0.003995955080686782,8267.078504526253,0.0,True,8267.078504526253,28267.078504526253,,0.7,7972.7969725010025,True,0,inf,189.32305626047815,AC,1.0,4.86842105263158,-inf,inf,0,6.624960432443473e-05,8.079220039565212e-06,0.0,0.0,6.624960432443473e-05,8.079220039565212e-06,8267.082766001182,380.0,2.58,0.0,83707.56114728657
62,DE0 3,DE0 5,Al/St 240/40 4-bundle 380.0,23.28670316896179,2.839841849873389,0.0,0.0016415838554271658,3396.21,0.0,True,3396.21,23396.21,,0.7,7972.531423916661,True,2023,inf,189.32305626047815,AC,1.0,2.000002812856486,-inf,inf,0,0.00016126525740278247,1.9666494805217373e-05,0.0,0.0,0.00016126525740278247,1.9666494805217373e-05,3396.2143843772783,380.0,2.58,,83707.56114728657
63,DE0 3,DE0 5,Al/St 240/40 4-bundle 380.0,15.019957376597867,1.8317021190973009,0.0,0.002545085515878542,5265.43,0.0,True,5265.43,25265.43,,0.7,7972.13472956997,True,2033,inf,189.32305626047815,AC,1.0,3.100772570276552,-inf,inf,0,0.0001040163253226999,1.2684917722280477e-05,0.0,0.0,0.0001040163253226999,1.2684917722280477e-05,5265.4322619510485,380.0,2.58,,83707.56114728657
64,DE0 3,DE0 9,Al/St 240/40 4-bundle 380.0,4.104390315374438,0.5005354043139558,0.0,0.004629376259615922,13584.82089392422,0.0,True,13584.820893924221,33584.82089392422,,0.7,5619.941640491616,True,0,inf,133.47610781705492,AC,1.0,8.000000000000002,-inf,inf,0,2.8423755646637384e-05,3.466311664224071e-06,0.0,0.0,2.8423755646637384e-05,3.466311664224071e-06,13584.83342046698,380.0,2.58,0.0,59015.3131767836
65,DE0 3,NL0 1,Al/St 240/40 4-bundle 380.0,6.039324291853687,0.7365029624211814,0.0,0.0038316400423242195,10188.615670443165,0.0,True,10188.615670443167,30188.615670443163,,0.7,6201.5583246524275,True,0,inf,147.30059248423632,AC,1.0,6.000000000000002,-inf,inf,0,4.182357542834963e-05,5.1004360278475164e-06,0.0,0.0,4.182357542834963e-05,5.1004360278475164e-06,10188.62089990277,380.0,2.58,0.0,65127.69018180972
66,DE0 4,DE0 7,Al/St 240/40 4-bundle 380.0,12.752769550275593,1.5552157988140967,0.0,0.0033633018026971878,6568.975892785725,0.0,True,6568.975892785726,26568.975892785726,,0.7,8443.006037381561,True,0,inf,200.54098458392303,AC,1.0,3.8684210526315796,-inf,inf,0,8.831557860301657e-05,1.0770192512562996e-05,0.0,0.0,8.831557860301657e-05,1.0770192512562996e-05,6568.981325807415,380.0,2.58,0.0,88667.47168131414
67,DE0 4,DE0 7,Al/St 240/40 4-bundle 380.0,15.909932473133669,1.9402356674553256,0.0,0.0026958890548562887,5265.43,0.0,True,5265.43,25265.43,,0.7,8442.596035022285,True,2027,inf,200.54098458392303,AC,1.0,3.100772570276552,-inf,inf,0,0.00011017958776408358,1.3436535093180926e-05,0.0,0.0,0.00011017958776408358,1.3436535093180926e-05,5265.437008918936,380.0,2.58,,88667.47168131414
68,DE0 4,DE0 8,Al/St 240/40 4-bundle 380.0,19.74723812085465,2.4081997708359326,0.0,0.0033461086779312593,5265.43,0.0,True,5265.43,25265.43,,0.7,10478.858050026638,True,2037,inf,248.90932643847796,AC,1.0,3.100772570276552,-inf,inf,0,0.00013675372659871643,1.667728373155078e-05,0.0,0.0,0.00013675372659871643,1.667728373155078e-05,5265.433546917337,380.0,2.58,,110053.11806456566
69,DE0 4,PL0 1,Al/St 240/40 4-bundle 380.0,31.1515081512455,3.7989644086884753,0.0,0.0024332442733247706,3574.952866822163,0.0,True,3574.9528668221637,23574.95286682216,,0.7,11227.443321516594,True,0,inf,266.5939935921738,AC,1.0,2.105263157894737,-inf,inf,0,0.0002157306658673511,2.6308617788701353e-05,0.0,0.0,0.0002157306658673511,2.6308617788701353e-05,3574.956123573196,380.0,2.58,0.0,117872.24155843473
7,AT0 1,DE0 6,Al/St 240/40 4-bundle 380.0,30.846737634250527,3.7617972724695767,0.0,0.0007288551911772519,1966.2240767521896,0.0,True,1966.2240767521896,21966.22407675219,,0.7,6113.337908454582,True,0,inf,145.19217542865033,AC,1.0,1.1578947368421053,-inf,inf,0,0.00021362006671918647,2.605122764868128e-05,0.0,0.0,0.00021362006671918647,2.605122764868128e-05,1966.2241457613259,380.0,2.58,0.0,64195.471713069055
70,DE0 5,DE0 9,Al/St 240/40 4-bundle 380.0,9.984769029824657,1.217654759734714,0.0,0.002253940766499126,6077.419873597677,0.0,True,6077.419873597678,26077.419873597675,,0.7,6115.427106202427,True,0,inf,145.26407659993083,AC,1.0,3.578947368421053,-inf,inf,0,6.914659992953363e-05,8.43251218652849e-06,0.0,0.0,6.914659992953363e-05,8.43251218652849e-06,6077.444742212518,380.0,2.58,0.0,64227.262197600656
71,DE0 5,NL0 1,Al/St 240/40 4-bundle 380.0,16.59685305206751,2.0240064697643305,0.0,0.0011699831095462897,3396.205223481055,0.0,True,3396.2052234810553,23396.205223481054,,0.7,5682.789766989366,True,0,inf,134.9337646509554,AC,1.0,2.0000000000000004,-inf,inf,0,0.00011493665548523205,1.4016665303077081e-05,0.0,0.0,0.00011493665548523205,1.4016665303077081e-05,3396.206616806267,380.0,2.58,0.0,59659.80361004393
72,DE0 6,DE0 8,Al/St 240/40 4-bundle 380.0,65.57135536956667,7.99650675238618,0.0,0.0011556012759131702,1698.1026117405274,0.0,True,1698.1026117405277,21698.102611740527,,0.7,11222.281339087822,True,0,inf,266.5502250795394,AC,1.0,1.0000000000000002,-inf,inf,0,0.000454095258792013,5.537747058439183e-05,0.0,0.0,0.000454095258792013,5.537747058439183e-05,1698.103807049085,380.0,2.58,0.0,117852.88968698266
73,DE0 7,DE0 8,Al/St 240/40 4-bundle 380.0,8.225469718885318,1.0031060632786974,0.0,0.003856554822088861,8758.6345237143,0.0,True,8758.6345237143,28758.6345237143,,0.7,7261.217198524084,True,0,inf,172.4638494759866,AC,1.0,5.157894736842106,-inf,inf,0,5.6963086695881705e-05,6.946717889741672e-06,0.0,0.0,5.6963086695881705e-05,6.946717889741672e-06,8758.75483254665,380.0,2.58,0.0,76253.40785670198
74,DE0 7,DE0 8,Al/St 240/40 4-bundle 380.0,13.682431074688202,1.668589155449781,0.0,0.0023184458036114,5265.43,0.0,True,5265.43,25265.43,,0.7,7260.963240018736,True,2027,inf,172.4638494759866,AC,1.0,3.100772570276552,-inf,inf,0,9.475367780254988e-05,1.1555326561286571e-05,0.0,0.0,9.475367780254988e-05,1.1555326561286571e-05,5265.445586466009,380.0,2.58,,76253.40785670198
75,DE0 7,DE0 8,Al/St 240/40 4-bundle 380.0,13.682431074688202,1.668589155449781,0.0,0.0023184458036114,5265.43,0.0,True,5265.43,25265.43,,0.7,7263.629542239473,True,2028,inf,172.4638494759866,AC,1.0,3.100772570276552,-inf,inf,0,9.475367780254988e-05,1.1555326561286571e-05,0.0,0.0,9.475367780254988e-05,1.1555326561286571e-05,5265.4457218924235,380.0,2.58,,76253.40785670198
76,DE0 7,DE0 9,Al/St 240/40 4-bundle 380.0,8.939674948505665,1.090204262012886,0.0,0.0017047802785317527,5585.86385440963,0.0,True,5585.863854409631,25585.863854409632,,0.7,5032.598580417534,True,0,inf,119.5399410101849,AC,1.0,3.289473684210527,-inf,inf,0,6.190910629159049e-05,7.549891011169571e-06,0.0,0.0,6.190910629159049e-05,7.549891011169571e-06,5585.884205377447,380.0,2.58,0.0,52853.55687416057
77,DE0 7,DE0 9,Al/St 240/40 4-bundle 380.0,14.703392064986875,1.7930965932910823,0.0,0.0010365078671191936,3396.21,0.0,True,3396.21,23396.21,,0.7,5034.056066739659,True,2024,inf,119.5399410101849,AC,1.0,2.000002812856486,-inf,inf,0,0.00010182404477137726,1.2417566435533811e-05,0.0,0.0,0.00010182404477137726,1.2417566435533811e-05,3396.2118792578867,380.0,2.58,,52853.55687416057
78,DE0 8,DE0 9,Al/St 240/40 4-bundle 380.0,56.04467181045367,6.834716074445569,0.0,0.000987707115207113,1698.1026117405274,0.0,True,1698.1026117405277,21698.102611740527,,0.7,9595.056375136022,True,0,inf,227.8238691481857,AC,1.0,1.0000000000000002,-inf,inf,0,0.0003881209959172692,4.7331828770398674e-05,0.0,0.0,0.0003881209959172692,4.7331828770398674e-05,1698.1063851315314,380.0,2.58,0.0,100730.36445859564
79,DK0 0,DK0 1,Al/St 240/40 4-bundle 380.0,10.860600693945056,1.324463499261592,0.0,0.0019087233982054432,5362.429300233244,0.0,True,5362.429300233245,25362.429300233245,,0.7,5870.974964157306,True,0,inf,139.41721044858866,AC,1.0,3.1578947368421058,-inf,inf,0,7.52119161630544e-05,9.172184897933462e-06,0.0,0.0,7.52119161630544e-05,9.172184897933462e-06,9673.434011786081,380.0,2.58,0.0,61642.12061183361
8,AT0 1,DE0 6,Al/St 240/40 4-bundle 380.0,17.858612460867043,2.1778795683984202,0.0,0.001258933464448707,3396.21,0.0,True,3396.21,23396.21,,0.7,6114.717390522976,True,2024,inf,145.19217542865033,AC,1.0,2.000002812856486,-inf,inf,0,0.00012367460152955015,1.5082268479213437e-05,0.0,0.0,0.00012367460152955015,1.5082268479213437e-05,3396.2103539786713,380.0,2.58,,64195.471713069055
80,DK1 0,DK1 1,Al/St 240/40 4-bundle 380.0,8.182754820538474,0.9978969293339601,0.0,0.0006391549715803994,3574.952866822163,0.0,True,3574.9528668221637,23574.95286682216,,0.7,2948.3353302978267,True,0,inf,70.02785469010247,AC,1.0,2.105263157894737,-inf,inf,1,5.6667277150543446e-05,6.910643554944322e-06,0.0,0.0,5.6667277150543446e-05,6.910643554944322e-06,5343.33195717318,380.0,2.58,0.0,30962.213711678472
81,DK1 0,SE1 1,Al/St 240/40 4-bundle 380.0,30.961629903399444,3.7758085248048103,0.0,0.0024184128835584334,3574.952866822163,0.0,True,3574.9528668221637,23574.95286682216,,0.7,11158.097714566688,True,0,inf,264.96901928454815,AC,1.0,2.105263157894737,-inf,inf,1,0.00021441571955262774,2.614825848202777e-05,0.0,0.0,0.00021441571955262774,2.614825848202777e-05,4981.4176204198075,380.0,2.58,0.0,117153.77314309712
82,ES0 0,ES0 1,Al/St 240/40 4-bundle 380.0,7.001147943192819,0.8537985296576609,0.0,0.02650979101405869,24890.609335249308,0.0,True,24890.60933524931,44890.609335249304,,0.7,17567.354522295438,True,0,inf,417.1629658064186,AC,1.0,14.657894736842106,-inf,inf,0,4.848440403873144e-05,5.912732199845297e-06,0.0,0.0,4.848440403873144e-05,5.912732199845297e-06,24890.61601785587,380.0,2.58,0.0,184445.01772980203
83,ES0 0,FR0 0,Al/St 240/40 4-bundle 380.0,66.34774381723786,8.09118827039486,0.0,0.008507472396063802,4580.4083606158965,0.0,True,4580.4083606158965,24580.408360615897,,0.7,30632.46255770678,True,0,inf,727.4971909784853,AC,1.0,2.697368421052632,-inf,inf,0,0.0004594719100916749,5.603315976727742e-05,0.0,0.0,0.0004594719100916749,5.603315976727742e-05,6145.042833777205,380.0,2.58,0.0,321656.62651529483
84,ES6 0,ES6 1,Al/St 240/40 4-bundle 380.0,15.71872512970221,1.916917698744172,0.0,9.285158892095377e-05,983.1120383760948,0.0,True,983.1120383760948,20983.112038376094,,0.7,1557.9621826223404,True,0,inf,36.993148572255954,AC,1.0,0.5789473684210527,-inf,inf,2,0.0001088554371863034,1.3275053315402854e-05,0.0,0.0,0.0001088554371863034,1.3275053315402854e-05,983.1141054617616,380.0,2.58,0.0,16356.202500145248
85,FR0 0,IT0 1,Al/St 240/40 4-bundle 380.0,39.68126528158084,4.839178692875713,0.0,0.00834278006224525,5865.157047130111,0.0,True,5865.157047130112,25865.15704713011,,0.7,23462.020058903225,True,0,inf,557.1422837192433,AC,1.0,3.453947368421053,-inf,inf,0,0.0002748010061051305,3.351231781769884e-05,0.0,0.0,0.0002748010061051305,3.351231781769884e-05,5865.16567802603,380.0,2.58,0.0,246335.66932282344
86,FR0 0,LU0 1,Al/St 240/40 4-bundle 380.0,290.44236010506853,35.41980001281324,0.0,0.00044863345975290175,502.7277468968667,0.0,True,502.7277468968667,20502.727746896868,,0.7,14720.901576699714,True,0,inf,349.5375001264465,AC,1.0,0.2960526315789474,-inf,inf,0,0.0020113736849381478,0.00024528947377294486,0.0,0.0,0.0020113736849381478,0.00024528947377294486,589.6082370385558,380.0,2.58,0.0,154544.99965840724
87,GB2 0,GB2 1,Al/St 240/40 4-bundle 380.0,4.592943452517597,0.5601150551850728,0.0,0.027811577555238855,31476.342819598256,0.0,True,31476.342819598267,51476.342819598256,,0.7,14574.301231680183,True,0,inf,346.07986139998746,AC,1.0,18.53618421052632,-inf,inf,4,3.1807087621313e-05,3.878913124550366e-06,0.0,0.0,3.1807087621313e-05,3.878913124550366e-06,31476.34427758002,380.0,2.58,0.0,153016.2344311964
88,GB5 0,GB5 1,Al/St 240/40 4-bundle 380.0,5.187970726274017,0.632679356862685,0.0,0.00043095514775332624,3686.670143910355,0.0,True,3686.670143910356,23686.670143910356,,0.7,1927.9516263836456,True,0,inf,45.78600608874694,AC,1.0,2.1710526315789473,-inf,inf,5,3.592777511270095e-05,4.3814359893537736e-06,0.0,0.0,3.592777511270095e-05,4.3814359893537736e-06,3686.674996670488,380.0,2.58,0.0,20243.888832487093
89,IT0 0,IT0 1,Al/St 240/40 4-bundle 380.0,26.9454525023837,3.286030792973622,0.0,0.01709550104900709,10188.615670443165,0.0,True,10188.615670443167,30188.615670443163,,0.7,27673.2737794123,True,0,inf,657.2061585947246,AC,1.0,6.000000000000002,-inf,inf,0,0.00018660285666470707,2.2756445934720374e-05,0.0,0.0,0.00018660285666470707,2.2756445934720374e-05,10188.617375125714,380.0,2.58,0.0,290578.05104969355
9,AT0 1,IT0 1,Al/St 240/40 4-bundle 380.0,112.95114646612345,13.774530056844323,0.0,0.0006672101797877564,983.1120383760948,0.0,True,983.1120383760948,20983.112038376094,,0.7,11192.942202730477,True,0,inf,265.82426425489047,AC,1.0,0.5789473684210527,-inf,inf,0,0.0007822101555825723,9.539148238811858e-05,0.0,0.0,0.0007822101555825723,9.539148238811858e-05,1861.9596980364117,380.0,2.58,0.0,117531.91235162722
90,IT3 0,IT3 1,Al/St 240/40 4-bundle 380.0,18.993995055058573,2.3163408603729967,0.0,0.0008345367767549238,2681.214650116622,0.0,True,2681.2146501166226,22681.21465011662,,0.7,5132.268485299161,True,0,inf,121.91267686173668,AC,1.0,1.5789473684210529,-inf,inf,6,0.00013153736187713694,1.604114169233377e-05,0.0,0.0,0.00013153736187713694,1.604114169233377e-05,2681.2182627908796,380.0,2.58,0.0,53902.64162539586
91,LU0 0,LU0 1,Al/St 240/40 4-bundle 380.0,15.018131556305638,1.8314794580860534,0.0,8.871313456534199e-05,983.1120383760948,0.0,True,983.1120383760948,20983.112038376094,,0.7,1488.2857247318132,True,0,inf,35.34434041920454,AC,1.0,0.5789473684210527,-inf,inf,0,0.00010400368113785069,1.2683375748518375e-05,0.0,0.0,0.00010400368113785069,1.2683375748518375e-05,983.1121578345587,380.0,2.58,0.0,15627.196155023683
92,NL0 0,NL0 1,Al/St 240/40 4-bundle 380.0,6.32578140459421,0.7714367566578305,0.0,0.0027870710545391847,8490.513058702638,0.0,True,8490.51305870264,28490.513058702636,,0.7,5413.677416139618,True,0,inf,128.5727927763051,AC,1.0,5.000000000000001,-inf,inf,0,4.3807350447328325e-05,5.342359810649796e-06,0.0,0.0,4.3807350447328325e-05,5.342359810649796e-06,8490.536967902795,380.0,2.58,0.0,56847.35460002542
93,NL0 0,NL0 1,Al/St 240/40 4-bundle 380.0,15.814431269622744,1.9285891792222858,0.0,0.0011148299897418522,3396.21,0.0,True,3396.21,23396.21,,0.7,5412.994849829192,True,2022,inf,128.5727927763051,AC,1.0,2.000002812856486,-inf,inf,0,0.00010951822208880017,1.3355880742536606e-05,0.0,0.0,0.00010951822208880017,1.3355880742536606e-05,3396.212363402359,380.0,2.58,,56847.35460002542
94,NO1 0,NO1 1,Al/St 240/40 4-bundle 380.0,123.74575889195305,15.090946206335737,0.0,0.006283135293907363,2882.305748875369,0.0,True,2882.305748875369,22882.30574887537,,0.7,35946.1129863509,True,0,inf,853.829851147943,AC,1.0,1.6973684210526316,-inf,inf,1,0.0008569650892794532,0.00010450793771700648,0.0,0.0,0.0008569650892794532,0.00010450793771700648,2882.3344019205733,380.0,2.58,0.0,377513.5257483431
95,NO1 0,SE1 0,Al/St 240/40 4-bundle 380.0,122.44821268096845,14.932708863532739,0.0,0.0026361959583879775,1876.8502550816356,0.0,True,1876.8502550816356,21876.850255081634,,0.7,23164.971755769086,True,0,inf,550.1524318143641,AC,1.0,1.105263157894737,-inf,inf,1,0.0008479793121950724,0.00010341211124330151,0.0,0.0,0.0008479793121950724,0.00010341211124330151,1876.8510801411387,380.0,2.58,0.0,243245.1664158075
96,NO1 0,SE1 1,Al/St 240/40 4-bundle 380.0,50.149417021192434,6.115782563560053,0.0,0.004318680936935506,3753.7005101632712,0.0,True,3753.7005101632712,23753.70051016327,,0.7,18971.02254959537,True,0,inf,450.6366099465303,AC,1.0,2.210526315789474,-inf,inf,1,0.0003472951317257094,4.2353064844598704e-05,0.0,0.0,0.0003472951317257094,4.2353064844598704e-05,3753.7026264673964,380.0,2.58,0.0,199245.10161301284
97,NO1 1,SE1 0,Al/St 240/40 4-bundle 380.0,104.99301879735,12.804026682603658,0.0,0.0033329395267941413,2279.0324525991286,0.0,True,2279.032452599129,22279.032452599127,,0.7,24125.228794008282,True,0,inf,572.8117200112164,AC,1.0,1.342105263157895,-inf,inf,1,0.0007270984681256925,8.867054489337713e-05,0.0,0.0,0.0007270984681256925,8.867054489337713e-05,2279.0369574460938,380.0,2.58,0.0,253263.77582216723
98,PL0 0,PL0 1,Al/St 240/40 4-bundle 380.0,8.041382888226668,0.98065644978374,0.0,0.010558569613382075,14657.306753970865,0.0,True,14657.306753970868,34657.306753970865,,0.7,11880.095324435275,True,0,inf,282.1537855518129,AC,1.0,8.631578947368421,-inf,inf,0,5.568824714838413e-05,6.791249652241966e-06,0.0,0.0,5.568824714838413e-05,6.791249652241966e-06,14657.31942646373,380.0,2.58,0.0,124751.86975917833
99,SE1 0,SE1 1,Al/St 240/40 4-bundle 380.0,17.750950589436254,2.16475007188247,0.0,0.016984952496099298,12512.335033877567,0.0,True,12512.335033877573,32512.335033877567,,0.7,22386.995370704724,True,0,inf,531.6930001114839,AC,1.0,7.3684210526315805,-inf,inf,1,0.00012292902070246714,1.4991343988105747e-05,0.0,0.0,0.00012292902070246714,1.4991343988105747e-05,12512.378631986214,380.0,2.58,0.0,235083.48743949164
